food_description,code,nutrient_amount,nutrient_name,nutrient_unit,food_category_id,food_category
"Pickles, kosher dill",1100.0,0.0,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Pickles, cucumber, dill or kosher dill",1100.0,0.48,Protein,G,11.0,Vegetables and Vegetable Products
"Pickles, cucumber, dill or kosher dill",1100.0,12.0,Energy,KCAL,11.0,Vegetables and Vegetable Products
"Pickles, cucumber, dill or kosher dill",1100.0,50.0,Energy,kJ,11.0,Vegetables and Vegetable Products
"Pickles, cucumber, dill or kosher dill",1100.0,0.43,Total lipid (fat),G,11.0,Vegetables and Vegetable Products
"Pickles, cucumber, dill or kosher dill",1100.0,1.99,"Carbohydrate, by difference",G,11.0,Vegetables and Vegetable Products
"Proximates, Peanut butter, creamy, SKIPPY (MI) - NFY120C7Y",1600.0,50.2,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, SKIPPY (IN,NY) - NFY120C6F",1600.0,50.4,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, SKIPPY (CO,CT) - NFY120C7L",1600.0,50.3,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, JIF (IN,NY) - NFY120C8R",1600.0,52.0,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, SKIPPY (FL,MO) - NFY120C8D",1600.0,49.7,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, SKIPPY (AL,CA1) - NFY120C6T",1600.0,50.8,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, JIF (CA2,NC) - NFY120C9J",1600.0,51.8,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, JIF (AL,CA1) - NFY120C96",1600.0,52.2,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, JIF (FL,MO) - NFY120CAA",1600.0,51.4,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, store brand/other brand, AMERICAS CHOICE & GREAT VALUE (NY) - NFY120CB3",1600.0,52.5,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, store brand/other brand, MY ESSENTIALS & SUNNY SELECT (CA2,NC) - NFY120CBW",1600.0,50.0,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, JIF (CO,CT) - NFY120C9W",1600.0,51.7,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, JIF (MI,OK) - NFY120CAP",1600.0,52.7,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, store brand/other brand, HYVEE & PUBLIX (FL,MO) - NFY120CCO",1600.0,51.0,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, store brand/other brand, GREAT VALUE (AL,OK) - NFY120CBI",1600.0,50.2,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, store brand/other brand, KROGER (IN,MI) - NFY120CCA",1600.0,51.2,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, store brand/other brand, SAFEWAY KITCHENS & SHOP RITE (CO,CT) - NFY120CD2",1600.0,51.8,Total lipid (fat),G,16.0,Legumes and Legume Products
"Proximates, Peanut butter, creamy, SKIPPY (CA2,NC) - NFY120C77",1600.0,50.1,Total lipid (fat),G,16.0,Legumes and Legume Products
"Peanut butter, smooth style, with salt",1600.0,2500.0,Energy,kJ,16.0,Legumes and Legume Products
"Peanut butter, smooth style, with salt",1600.0,22.5,Protein,G,16.0,Legumes and Legume Products
"Peanut butter, smooth style, with salt",1600.0,22.3,"Carbohydrate, by difference",G,16.0,Legumes and Legume Products
"Peanut butter, smooth style, with salt",1600.0,51.1,Total lipid (fat),G,16.0,Legumes and Legume Products
"Peanut butter, smooth style, with salt",1600.0,597.0,Energy,KCAL,16.0,Legumes and Legume Products
"Proximates, Parmesan cheese, grated, KRAFT 100% (FL,MO) - NFY120DS3",100.0,28.7,Total lipid (fat),G,1.0,Dairy and Egg Products
"Proximates, Parmesan cheese, grated, KRAFT 100% (IN,NY) - NFY120DQH",100.0,28.7,Total lipid (fat),G,1.0,Dairy and Egg Products
